,title,code,section,instructor,credit_hours,program,target_department,parent_department,type,repeat,lectures
461,Multivariable Calculus,,BCS-2H,,,,,,,,"[{'room': 'C-6', 'day': 'Tuesday', 'start_time': '08:30', 'end_time': '09:50'}, {'room': 'C-6', 'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50'}]"

462,Multivariable Calculus,,BCS-2C,,,,,,,,"[{'room': 'C-6', 'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20'}, {'room': 'C-6', 'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20'}]"

463,Multivariable Calculus,,BCS-2B,,,,,,,,"[{'room': 'C-7', 'day': 'Tuesday', 'start_time': '08:30', 'end_time': '09:50'}, {'room': 'C-7', 'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50'}]"

464,Islamic Studies/Ethics and Holy Quran,,BCS-2D,,,,,,,,"[{'room': 'C-7', 'day': 'Tuesday', 'start_time': '10:00', 'end_time': '12:50'}]"

465,Multivariable Calculus,,BSE-2A,,,,,,,,"[{'room': 'C-7', 'day': 'Tuesday', 'start_time': '13:00', 'end_time': '14:20'}, {'room': 'C-7', 'day': 'Thursday', 'start_time': '13:00', 'end_time': '14:20'}]"

466,Multivariable Calculus,,BSE-2B,,,,,,,,"[{'room': 'C-7', 'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50'}, {'room': 'C-7', 'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50'}]"

467,International Business,,BDS-6A,,,,,,,,"[{'room': 'C-13', 'day': 'Tuesday', 'start_time': '08:30', 'end_time': '09:50'}, {'room': 'C-13', 'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50'}]"

468,Expository Writing,,BCS-2G,,,,,,,,"[{'room': 'C-13', 'day': 'Tuesday', 'start_time': '10:30', 'end_time': '12:20'}]"

469,Psychology,,BCS-4A,,,,,,,,"[{'room': 'C-13', 'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50'}, {'room': 'C-13', 'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50'}]"

470,Foreign Policy of Pakistan,,BCS-4A,,,,,,,,"[{'room': 'C-13', 'day': 'Tuesday', 'start_time': '16:00', 'end_time': '17:20'}, {'room': 'C-13', 'day': 'Thursday', 'start_time': '16:00', 'end_time': '17:20'}]"

471,Mass Communication,,BCS-8A,,,,,,,,"[{'room': 'C-14', 'day': 'Tuesday', 'start_time': '08:30', 'end_time': '09:50'}, {'room': 'C-14', 'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50'}]"

472,Multivariable Calculus,,BDS-2A,,,,,,,,"[{'room': 'C-14', 'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20'}, {'room': 'C-14', 'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20'}]"

473,Introduction to Internet of Things,,BSE-8A,,,,,,,,"[{'room': 'C-14', 'day': 'Tuesday', 'start_time': '11:30', 'end_time': '12:50'}, {'room': 'C-2', 'day': 'Thursday', 'start_time': '11:30', 'end_time': '12:50'}]"

474,Multivariable Calculus,,BDS-2B,,,,,,,,"[{'room': 'D-2', 'day': 'Tuesday', 'start_time': '08:30', 'end_time': '09:50'}, {'room': 'D-2', 'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50'}]"

475,Civics and Community Eng,,BDS-2A,,,,,,,,"[{'room': 'D-2', 'day': 'Tuesday', 'start_time': '11:30', 'end_time': '13:20'}]"

476,International Relations,,BCS-8A,,,,,,,,"[{'room': 'D-5', 'day': 'Tuesday', 'start_time': '08:30', 'end_time': '09:50'}, {'room': 'F-312', 'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50'}]"

477,Marketing Management,,BCS-8A,,,,,,,,"[{'room': 'D-5', 'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20'}, {'room': 'C-2', 'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20'}]"

478,Expository Writing Lab,,BCS-2A1,,,,,,,,"[{'room': 'English Lab-1', 'day': 'Tuesday', 'start_time': '08:30', 'end_time': '09:50'}, {'room': 'English Lab-1', 'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50'}]"

479,Expository Writing Lab,,BCS-2B1,,,,,,,,"[{'room': 'English Lab-1', 'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20'}, {'room': 'English Lab-1', 'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20'}]"

480,Expository Writing Lab,,BCS-2C1,,,,,,,,"[{'room': 'English Lab-1', 'day': 'Tuesday', 'start_time': '11:30', 'end_time': '12:50'}, {'room': 'English Lab-1', 'day': 'Thursday', 'start_time': '11:30', 'end_time': '12:50'}]"

481,Expository Writing Lab,,BCS-2D1,,,,,,,,"[{'room': 'English Lab-1', 'day': 'Tuesday', 'start_time': '13:00', 'end_time': '14:20'}, {'room': 'English Lab-1', 'day': 'Thursday', 'start_time': '13:00', 'end_time': '14:20'}]"

482,Expository Writing Lab,,BSE-2A1,,,,,,,,"[{'room': 'English Lab-1', 'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50'}, {'room': 'English Lab-1', 'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50'}]"

483,Expository Writing Lab,,BCS-2E1,,,,,,,,"[{'room': 'English Lab-1', 'day': 'Tuesday', 'start_time': '16:00', 'end_time': '17:20'}, {'room': 'English Lab-1', 'day': 'Thursday', 'start_time': '16:00', 'end_time': '17:20'}]"

484,Expository Writing Lab,,BCS-2A2,,,,,,,,"[{'room': 'English Lab-2', 'day': 'Tuesday', 'start_time': '08:30', 'end_time': '09:50'}, {'room': 'English Lab-2', 'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50'}]"

485,Expository Writing Lab,,BCS-2B2,,,,,,,,"[{'room': 'English Lab-2', 'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20'}, {'room': 'English Lab-2', 'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20'}]"

486,Expository Writing Lab,,BCS-2C2,,,,,,,,"[{'room': 'English Lab-2', 'day': 'Tuesday', 'start_time': '11:30', 'end_time': '12:50'}, {'room': 'English Lab-2', 'day': 'Thursday', 'start_time': '11:30', 'end_time': '12:50'}]"

487,Expository Writing Lab,,BCS-2D2,,,,,,,,"[{'room': 'English Lab-2', 'day': 'Tuesday', 'start_time': '13:00', 'end_time': '14:20'}, {'room': 'English Lab-2', 'day': 'Thursday', 'start_time': '13:00', 'end_time': '14:20'}]"

488,Expository Writing Lab,,BSE-2A2,,,,,,,,"[{'room': 'English Lab-2', 'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50'}, {'room': 'English Lab-2', 'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50'}]"

489,Expository Writing Lab,,BCS-2E2,,,,,,,,"[{'room': 'English Lab-2', 'day': 'Tuesday', 'start_time': '16:00', 'end_time': '17:20'}, {'room': 'English Lab-2', 'day': 'Thursday', 'start_time': '16:00', 'end_time': '17:20'}]"

490,Expository Writing Lab,,BCS-2G1,,,,,,,,"[{'room': 'English Lab-3', 'day': 'Tuesday', 'start_time': '08:30', 'end_time': '09:50'}, {'room': 'English Lab-3', 'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50'}]"

491,Expository Writing Lab,,BCS-2H1,,,,,,,,"[{'room': 'English Lab-3', 'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20'}, {'room': 'English Lab-3', 'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20'}]"

492,Expository Writing Lab,,BCS-2J1,,,,,,,,"[{'room': 'English Lab-3', 'day': 'Tuesday', 'start_time': '11:30', 'end_time': '12:50'}, {'room': 'English Lab-3', 'day': 'Thursday', 'start_time': '11:30', 'end_time': '12:50'}]"

493,Expository Writing Lab,,BCS-2K1,,,,,,,,"[{'room': 'English Lab-3', 'day': 'Tuesday', 'start_time': '13:00', 'end_time': '14:20'}, {'room': 'English Lab-3', 'day': 'Thursday', 'start_time': '13:00', 'end_time': '14:20'}]"

494,Expository Writing Lab,,BSE-4B1,,,,,,,,"[{'room': 'English Lab-3', 'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50'}, {'room': 'English Lab-3', 'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50'}]"

495,Expository Writing Lab,,BSE-4A1,,,,,,,,"[{'room': 'English Lab-3', 'day': 'Tuesday', 'start_time': '16:00', 'end_time': '17:20'}, {'room': 'English Lab-3', 'day': 'Thursday', 'start_time': '16:00', 'end_time': '17:20'}]"

496,Expository Writing Lab,,BCS-2G2,,,,,,,,"[{'room': 'English Lab-4', 'day': 'Tuesday', 'start_time': '08:30', 'end_time': '09:50'}, {'room': 'English Lab-4', 'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50'}]"

497,Expository Writing Lab,,BCS-2H2,,,,,,,,"[{'room': 'English Lab-4', 'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20'}, {'room': 'English Lab-4', 'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20'}]"

498,Expository Writing Lab,,BCS-2J2,,,,,,,,"[{'room': 'English Lab-4', 'day': 'Tuesday', 'start_time': '11:30', 'end_time': '12:50'}, {'room': 'English Lab-4', 'day': 'Thursday', 'start_time': '11:30', 'end_time': '12:50'}]"

499,Expository Writing Lab,,BCS-2K2,,,,,,,,"[{'room': 'English Lab-4', 'day': 'Tuesday', 'start_time': '13:00', 'end_time': '14:20'}, {'room': 'English Lab-4', 'day': 'Thursday', 'start_time': '13:00', 'end_time': '14:20'}]"

500,Expository Writing Lab,,BSE-4B2,,,,,,,,"[{'room': 'English Lab-4', 'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50'}, {'room': 'English Lab-4', 'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50'}]"

501,Expository Writing Lab,,BSE-4A2,,,,,,,,"[{'room': 'English Lab-4', 'day': 'Tuesday', 'start_time': '16:00', 'end_time': '17:20'}, {'room': 'English Lab-4', 'day': 'Thursday', 'start_time': '16:00', 'end_time': '17:20'}]"

502,Expository Writing Lab,,BDS-2A1,,,,,,,,"[{'room': 'English Lab-5', 'day': 'Tuesday', 'start_time': '08:30', 'end_time': '09:50'}, {'room': 'English Lab-5', 'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50'}]"

503,Expository Writing Lab,,BDS-2B1,,,,,,,,"[{'room': 'English Lab-5', 'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20'}, {'room': 'English Lab-5', 'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20'}]"

504,Expository Writing Lab,,BCS-2F1,,,,,,,,"[{'room': 'English Lab-5', 'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50'}, {'room': 'English Lab-5', 'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50'}]"

505,Expository Writing Lab,,BSE-2B1,,,,,,,,"[{'room': 'English Lab-5', 'day': 'Tuesday', 'start_time': '16:00', 'end_time': '17:20'}, {'room': 'English Lab-5', 'day': 'Thursday', 'start_time': '16:00', 'end_time': '17:20'}]"

506,Expository Writing Lab,,BDS-2A2,,,,,,,,"[{'room': 'English Lab-6', 'day': 'Tuesday', 'start_time': '08:30', 'end_time': '09:50'}, {'room': 'English Lab-6', 'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50'}]"

507,Expository Writing Lab,,BDS-2B2,,,,,,,,"[{'room': 'English Lab-6', 'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20'}, {'room': 'English Lab-6', 'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20'}]"

508,Expository Writing Lab,,BCS-2F2,,,,,,,,"[{'room': 'English Lab-6', 'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50'}, {'room': 'English Lab-6', 'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50'}]"

509,Expository Writing Lab,,BSE-2B2,,,,,,,,"[{'room': 'English Lab-6', 'day': 'Tuesday', 'start_time': '16:00', 'end_time': '17:20'}, {'room': 'English Lab-6', 'day': 'Thursday', 'start_time': '16:00', 'end_time': '17:20'}]"

510,Islamic Studies/Ethics and Holy Quran,,BSE-2B,,,,,,,,"[{'room': 'F-207', 'day': 'Wednesday', 'start_time': '08:30', 'end_time': '11:20'}]"

511,Islamic Studies/Ethics and Holy Quran,,BDS-2B,,,,,,,,"[{'room': 'F-304', 'day': 'Wednesday', 'start_time': '13:00', 'end_time': '15:50'}]"

512,Univeristy Elective-I,,BDS-4C,,,,,,,,"[{'room': 'F-307', 'day': 'Wednesday', 'start_time': '08:30', 'end_time': '09:50'}]"

513,Civics and Community Eng,,BDS-4A,,,,,,,,"[{'room': 'C-1', 'day': 'Wednesday', 'start_time': '08:30', 'end_time': '10:20'}]"

514,Civics and Community Eng,,BCS-2J,,,,,,,,"[{'room': 'C-2', 'day': 'Wednesday', 'start_time': '10:00', 'end_time': '11:50'}]"

515,Holy Quran,,BSE-4A,,,,,,,,"[{'room': 'C-3', 'day': 'Wednesday', 'start_time': '10:00', 'end_time': '11:20'}]"

516,Sirat-Un-Nabi (PBUH),,BSE-4A,,,,,,,,"[{'room': 'C-3', 'day': 'Wednesday', 'start_time': '11:30', 'end_time': '12:50'}]"

517,Advanced Theory of Computation,,MCS-1A,,,,,,,,"[{'room': 'C-4', 'day': 'Wednesday', 'start_time': '08:30', 'end_time': '11:20'}]"

518,Civics and Community Eng,,BCS-2C,,,,,,,,"[{'room': 'C-4', 'day': 'Wednesday', 'start_time': '13:00', 'end_time': '14:50'}]"

519,Parallel and Distributed Computing,,MCS-2A,,,,,,,,"[{'room': 'C-5', 'day': 'Wednesday', 'start_time': '08:30', 'end_time': '11:20'}]"

520,Islamic Studies/Ethics and Holy Quran,,BCS-2C,,,,,,,,"[{'room': 'C-6', 'day': 'Wednesday', 'start_time': '10:00', 'end_time': '12:50'}]"

521,Civics and Community Eng,,BCS-2E,,,,,,,,"[{'room': 'C-7', 'day': 'Wednesday', 'start_time': '10:00', 'end_time': '11:50'}]"

522,Islamic Studies/Ethics and Holy Quran,,BCS-2E,,,,,,,,"[{'room': 'C-7', 'day': 'Wednesday', 'start_time': '13:00', 'end_time': '15:50'}]"

523,Ideology and Const of Pak and Seerat,,BCS-2H,,,,,,,,"[{'room': 'C-13', 'day': 'Wednesday', 'start_time': '08:30', 'end_time': '11:20'}]"

524,Holy Quran,,BSE-4B,,,,,,,,"[{'room': 'C-14', 'day': 'Wednesday', 'start_time': '11:30', 'end_time': '12:50'}]"

525,Sirat-Un-Nabi (PBUH),,BSE-4B,,,,,,,,"[{'room': 'C-14', 'day': 'Wednesday', 'start_time': '13:00', 'end_time': '14:20'}]"

526,Civics and Community Eng,,BSE-2B,,,,,,,,"[{'room': 'C-14', 'day': 'Wednesday', 'start_time': '14:30', 'end_time': '16:20'}]"

527,Expository Writing,,BDS-2A,,,,,,,,"[{'room': 'D-2', 'day': 'Wednesday', 'start_time': '08:30', 'end_time': '10:20'}]"

528,Islamic Studies/Ethics and Holy Quran,,BSE-2A,,,,,,,,"[{'room': 'D-2', 'day': 'Wednesday', 'start_time': '13:00', 'end_time': '15:50'}]"

529,Expository Writing,,BDS-2B,,,,,,,,"[{'room': 'D-5', 'day': 'Wednesday', 'start_time': '10:00', 'end_time': '11:50'}]"

530,Operating Systems,CS2006,BSE-4B1,Mr. Raziuddin,3.0,BS,SE,CS,Core,False,"[{'room': 'Lab-13', 'day': 'Wednesday', 'start_time': '14:30', 'end_time': '17:20'}]"

531,Operating Systems,CS2006,BSE-4B2,Mr. Raziuddin,3.0,BS,SE,CS,Core,False,"[{'room': 'Lab-13', 'day': 'Wednesday', 'start_time': '14:30', 'end_time': '17:20'}]"

532,Wireless Network Security,,MCY-2A,,,,,,,,"[{'room': 'F-202', 'day': 'Thursday', 'start_time': '17:30', 'end_time': '20:20'}]"

533,Fundamentals of Management,,BDS-4B,,,,,,,,"[{'room': 'F-304', 'day': 'Thursday', 'start_time': '14:30', 'end_time': '16:20'}]"

534,Ideology and Const of Pak and Seerat,,BCS-2J,,,,,,,,"[{'room': 'C-1', 'day': 'Thursday', 'start_time': '13:00', 'end_time': '15:50'}]"

535,Ideology and Const of Pak and Seerat,,BCS-2F,,,,,,,,"[{'room': 'C-5', 'day': 'Thursday', 'start_time': '08:30', 'end_time': '11:20'}]"

536,Civics and Community Eng,,BCS-2D,,,,,,,,"[{'room': 'C-7', 'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:50'}]"

537,Expository Writing,,BSE-2B,,,,,,,,"[{'room': 'C-13', 'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:50'}]"

538,Expository Writing,,BSE-2A,,,,,,,,"[{'room': 'D-2', 'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:50'}]"

539,Civics and Community Eng,,BCS-2A,,,,,,,,"[{'room': 'D-2', 'day': 'Thursday', 'start_time': '13:00', 'end_time': '14:50'}]"

540,Marketing Management,,MSP-4A,,,,,,,,"[{'room': 'F-201', 'day': 'Friday', 'start_time': '17:30', 'end_time': '20:20'}]"

541,Blockchain and Crypto,,BCS-8A,,,,,,,,"[{'room': 'F-202', 'day': 'Friday', 'start_time': '10:00', 'end_time': '12:50'}]"

542,Blockchain and Crypto,,BDS-8A,,,,,,,,"[{'room': 'F-202', 'day': 'Friday', 'start_time': '14:30', 'end_time': '17:20'}]"

543,Expository Writing,,BSE-4A,,,,,,,,"[{'room': 'F-205', 'day': 'Friday', 'start_time': '14:30', 'end_time': '16:20'}]"

544,Research Methodology,,MCS-2A,,,,,,,,"[{'room': 'F-206', 'day': 'Friday', 'start_time': '08:30', 'end_time': '11:20'}]"

545,Evolutionary Computation,,MCS-2A,,,,,,,,"[{'room': 'F-207', 'day': 'Friday', 'start_time': '08:30', 'end_time': '11:20'}]"

546,Civics and Community Eng,,BDS-4B,,,,,,,,"[{'room': 'C-2', 'day': 'Friday', 'start_time': '08:30', 'end_time': '10:20'}]"

547,Civics and Community Eng,,BCS-2F,,,,,,,,"[{'room': 'C-3', 'day': 'Friday', 'start_time': '08:30', 'end_time': '10:20'}]"

548,Civics and Community Eng,,BDS-4C,,,,,,,,"[{'room': 'C-3', 'day': 'Friday', 'start_time': '10:50', 'end_time': '12:40'}]"

549,Expository Writing,,BCS-2J,,,,,,,,"[{'room': 'C-4', 'day': 'Friday', 'start_time': '10:00', 'end_time': '11:50'}]"

550,Database Systems,CS2005,BSE-4A1,Ms. Hina Iqbal,3.0,BS,SE,CS,Core,False,"[{'room': 'Lab-15', 'day': 'Friday', 'start_time': '10:00', 'end_time': '12:50'}]"

551,Database Systems,CS2005,BSE-4A2,Ms. Hina Iqbal,3.0,BS,SE,CS,Core,False,"[{'room': 'Lab-15', 'day': 'Friday', 'start_time': '10:00', 'end_time': '12:50'}]"

552,Applied Physics,,BCS-2A,,,,,,,,"[{'room': 'F-202', 'day': 'Saturday', 'start_time': '11:30', 'end_time': '14:20'}]"

553,Fund. of Big Data Analytics Lab,,BDS-6A1,,,,,,,,"[{'room': 'Lab-14', 'day': 'Saturday', 'start_time': '11:30', 'end_time': '14:20'}]"

554,Computer Networks Lab,CL3001,BDS-8A2,,3.0,BS,DS,HSS,Elective,True,"[{'room': 'Lab-15', 'day': 'Saturday', 'start_time': '08:30', 'end_time': '11:20'}]"

555,Digital Logic Design Lab,,BCS-2K1,,,,,,,,"[{'room': 'Physics Lab', 'day': 'Saturday', 'start_time': '08:30', 'end_time': '11:20'}]"

556,Digital Logic Design Lab,,BCS-2K2,,,,,,,,"[{'room': 'Micro Lab', 'day': 'Saturday', 'start_time': '08:30', 'end_time': '11:20'}]"

